State,County,County/St,McCainVt,ObamaVt,McCainPt,ObamaPt,PtDiff8,PtDiffCrp8,PVI08,BushVt,KerryVt,BushPt,KerryPt,PtDiff4,PtDiffCrp4,PVI04,PVIShift,AdjShift,PtGOPChg,Cnty_US
Montana,Carter,"Carter, MT ",573,111,83.77%,16.23%,67.54%,30.00%,73.71%,623,76,89.13%,10.87%,78.25%,30.00%,75.77%,-10.71%,-2.06%,-6.01%,2.43%
Montana,Cascade,"Cascade, MT ",16675,17486,48.81%,51.19%,-2.37%,-2.37%,3.79%,19028,13701,58.14%,41.86%,16.28%,16.28%,13.79%,-18.65%,-10.00%,-16.04%,-7.60%
Montana,Chouteau,"Chouteau, MT ",1625,1118,59.24%,40.76%,18.48%,18.48%,24.65%,1913,946,66.91%,33.09%,33.82%,30.00%,31.34%,-15.34%,-6.69%,-11.46%,-3.02%
Montana,Custer,"Custer, MT ",3040,2262,57.34%,42.66%,14.67%,14.67%,20.84%,3297,1630,66.92%,33.08%,33.83%,30.00%,31.35%,-19.16%,-10.51%,-14.32%,-5.87%
Montana,Daniels,"Daniels, MT ",692,343,66.86%,33.14%,33.72%,30.00%,39.89%,764,326,70.09%,29.91%,40.18%,30.00%,37.70%,-6.46%,2.19%,-4.61%,3.83%
Montana,Dawson,"Dawson, MT ",2626,1587,62.33%,37.67%,24.66%,24.66%,30.83%,2884,1494,65.87%,34.13%,31.75%,30.00%,29.26%,-7.09%,1.57%,-5.38%,3.06%
Montana,Deer Lodge,"Deer Lodge, MT ",1481,3341,30.71%,69.29%,-38.57%,-30.00%,-32.41%,1725,2700,38.98%,61.02%,-22.03%,-22.03%,-24.52%,-16.54%,-7.89%,-21.21%,-12.77%
Montana,Fallon,"Fallon, MT ",1082,318,77.29%,22.71%,54.57%,30.00%,60.74%,1178,289,80.30%,19.70%,60.60%,30.00%,58.11%,-6.03%,2.63%,-3.75%,4.69%
Montana,Fergus,"Fergus, MT ",4100,1921,68.10%,31.90%,36.19%,30.00%,42.36%,4425,1582,73.66%,26.34%,47.33%,30.00%,44.84%,-11.14%,-2.48%,-7.56%,0.88%
Montana,Flathead,"Flathead, MT ",25361,15976,61.35%,38.65%,22.70%,22.70%,28.87%,26019,11587,69.19%,30.81%,38.38%,30.00%,35.89%,-15.67%,-7.02%,-11.33%,-2.88%
Montana,Gallatin,"Gallatin, MT ",17443,14912,53.91%,46.09%,7.82%,7.82%,13.99%,22392,16405,57.72%,42.28%,15.43%,15.43%,12.94%,-7.61%,1.04%,-6.59%,1.85%
Montana,Garfield,"Garfield, MT ",595,109,84.52%,15.48%,69.03%,30.00%,75.20%,590,52,91.90%,8.10%,83.80%,30.00%,81.31%,-14.77%,-6.11%,-8.03%,0.41%
Montana,Glacier,"Glacier, MT ",1443,3361,30.04%,69.96%,-39.93%,-30.00%,-33.76%,1828,2641,40.90%,59.10%,-18.19%,-18.19%,-20.68%,-21.73%,-13.08%,-26.57%,-18.12%
Montana,Golden Valley,"Golden Valley, MT ",342,122,73.71%,26.29%,47.41%,30.00%,53.58%,396,119,76.89%,23.11%,53.79%,30.00%,51.30%,-6.37%,2.28%,-4.14%,4.30%
Montana,Granite,"Granite, MT ",1013,601,62.76%,37.24%,25.53%,25.53%,31.69%,1144,404,73.90%,26.10%,47.80%,30.00%,45.32%,-22.28%,-13.62%,-15.07%,-6.63%
Montana,Hill,"Hill, MT ",2763,3563,43.68%,56.32%,-12.65%,-12.65%,-6.48%,3505,2997,53.91%,46.09%,7.81%,7.81%,5.33%,-20.46%,-11.81%,-18.98%,-10.53%
Montana,Jefferson,"Jefferson, MT ",3525,2574,57.80%,42.20%,15.59%,15.59%,21.76%,3844,1881,67.14%,32.86%,34.29%,30.00%,31.80%,-18.70%,-10.04%,-13.92%,-5.48%
Montana,Judith Basin,"Judith Basin, MT ",799,396,66.86%,33.14%,33.72%,30.00%,39.89%,944,322,74.57%,25.43%,49.13%,30.00%,46.64%,-15.41%,-6.75%,-10.33%,-1.89%
Montana,Lake,"Lake, MT ",6463,6693,49.13%,50.87%,-1.75%,-1.75%,4.42%,7245,4960,59.36%,40.64%,18.72%,18.72%,16.23%,-20.47%,-11.82%,-17.24%,-8.80%
Montana,Lewis and Clark,"Lewis and Clark, MT ",14794,16939,46.62%,53.38%,-6.76%,-6.76%,-0.59%,16494,12717,56.47%,43.53%,12.93%,12.93%,10.44%,-19.69%,-11.04%,-17.44%,-8.99%
Montana,Liberty,"Liberty, MT ",594,367,61.81%,38.19%,23.62%,23.62%,29.79%,734,281,72.32%,27.68%,44.63%,30.00%,42.14%,-21.01%,-12.36%,-14.53%,-6.08%
Montana,Lincoln,"Lincoln, MT ",5699,3018,65.38%,34.62%,30.76%,30.00%,36.92%,5889,2320,71.74%,28.26%,43.48%,30.00%,40.99%,-12.72%,-4.07%,-8.87%,-0.42%
Montana,Madison,"Madison, MT ",726,321,69.34%,30.66%,38.68%,30.00%,44.85%,2868,983,74.47%,25.53%,48.95%,30.00%,46.46%,-10.27%,-1.61%,-6.89%,1.55%
Montana,McCone,"McCone, MT ",2803,1596,63.72%,36.28%,27.44%,27.44%,33.60%,791,320,71.20%,28.80%,42.39%,30.00%,39.91%,-14.96%,-6.30%,-10.50%,-2.06%
Montana,Meagher,"Meagher, MT ",624,298,67.68%,32.32%,35.36%,30.00%,41.52%,698,247,73.86%,26.14%,47.72%,30.00%,45.24%,-12.37%,-3.71%,-8.37%,0.07%
Montana,Mineral,"Mineral, MT ",1051,844,55.46%,44.54%,10.92%,10.92%,17.09%,1242,542,69.62%,30.38%,39.24%,30.00%,36.75%,-28.31%,-19.66%,-20.34%,-11.89%
Montana,Missoula,"Missoula, MT ",20266,35701,36.21%,63.79%,-27.58%,-27.58%,-21.41%,23989,26983,47.06%,52.94%,-5.87%,-5.87%,-8.36%,-21.70%,-13.05%,-23.06%,-14.62%
Montana,Musselshell,"Musselshell, MT ",1552,615,71.62%,28.38%,43.24%,30.00%,49.40%,1663,538,75.56%,24.44%,51.11%,30.00%,48.63%,-7.87%,0.78%,-5.21%,3.23%
Montana,Park,"Park, MT ",4349,4140,51.23%,48.77%,2.46%,2.46%,8.63%,4771,3199,59.86%,40.14%,19.72%,19.72%,17.24%,-17.26%,-8.61%,-14.42%,-5.97%
Montana,Petroleum,"Petroleum, MT ",227,68,76.95%,23.05%,53.90%,30.00%,60.06%,228,55,80.57%,19.43%,61.13%,30.00%,58.64%,-7.23%,1.42%,-4.49%,3.95%
Montana,Phillips,"Phillips, MT ",2423,638,79.16%,20.84%,58.31%,30.00%,64.48%,1677,456,78.62%,21.38%,57.24%,30.00%,54.76%,1.07%,9.72%,0.68%,9.12%
Montana,Pondera,"Pondera, MT ",1583,1224,56.39%,43.61%,12.79%,12.79%,18.95%,1853,956,65.97%,34.03%,31.93%,30.00%,29.45%,-19.14%,-10.49%,-14.51%,-6.07%
Montana,Powder River,"Powder River, MT ",797,207,79.38%,20.62%,58.76%,30.00%,64.93%,856,154,84.75%,15.25%,69.50%,30.00%,67.02%,-10.74%,-2.09%,-6.34%,2.11%
Montana,Powell,"Powell, MT ",1679,1021,62.19%,37.81%,24.37%,24.37%,30.54%,1993,761,72.37%,27.63%,44.73%,30.00%,42.25%,-20.36%,-11.71%,-14.07%,-5.63%
Montana,Prairie,"Prairie, MT ",503,211,70.45%,29.55%,40.90%,30.00%,47.06%,546,181,75.10%,24.90%,50.21%,30.00%,47.72%,-9.31%,-0.66%,-6.20%,2.25%
Montana,Ravalli,"Ravalli, MT ",12922,8332,60.80%,39.20%,21.60%,21.60%,27.76%,13279,6144,68.37%,31.63%,36.73%,30.00%,34.25%,-15.14%,-6.49%,-11.07%,-2.63%
Montana,Richland,"Richland, MT ",3158,1196,72.53%,27.47%,45.06%,30.00%,51.23%,3110,1120,73.52%,26.48%,47.04%,30.00%,44.56%,-1.98%,6.67%,-1.35%,7.09%
Montana,Roosevelt,"Roosevelt, MT ",1455,2527,36.54%,63.46%,-26.92%,-26.92%,-20.76%,1762,2195,44.53%,55.47%,-10.94%,-10.94%,-13.43%,-15.98%,-7.33%,-17.94%,-9.50%
Montana,Rosebud,"Rosebud, MT ",1739,1898,47.81%,52.19%,-4.37%,-4.37%,1.79%,1982,1520,56.60%,43.40%,13.19%,13.19%,10.70%,-17.56%,-8.91%,-15.52%,-7.07%
Montana,Sanders,"Sanders, MT ",3556,1964,64.42%,35.58%,28.84%,28.84%,35.01%,3461,1502,69.74%,30.26%,39.47%,30.00%,36.98%,-10.63%,-1.98%,-7.62%,0.82%
Montana,Sheridan,"Sheridan, MT ",987,953,50.88%,49.12%,1.75%,1.75%,7.92%,1159,846,57.81%,42.19%,15.61%,15.61%,13.12%,-13.86%,-5.20%,-11.99%,-3.54%
Montana,Silver Bow,"Silver Bow, MT ",4806,11651,29.20%,70.80%,-41.59%,-30.00%,-35.43%,6381,9307,40.67%,59.33%,-18.65%,-18.65%,-21.14%,-22.94%,-14.29%,-28.20%,-19.76%
Montana,Stillwater,"Stillwater, MT ",2984,1510,66.40%,33.60%,32.80%,30.00%,38.96%,3090,1025,75.09%,24.91%,50.18%,30.00%,47.69%,-17.38%,-8.73%,-11.57%,-3.13%
Montana,Sweet Grass,"Sweet Grass, MT ",1433,552,72.19%,27.81%,44.38%,30.00%,50.55%,1509,445,77.23%,22.77%,54.45%,30.00%,51.96%,-10.07%,-1.42%,-6.52%,1.92%
Montana,Teton,"Teton, MT ",1873,1291,59.20%,40.80%,18.39%,18.39%,24.56%,2232,1047,68.07%,31.93%,36.14%,30.00%,33.65%,-17.74%,-9.09%,-13.03%,-4.59%
Montana,Toole,"Toole, MT ",1321,736,64.22%,35.78%,28.44%,28.44%,34.60%,1583,690,69.64%,30.36%,39.29%,30.00%,36.80%,-10.85%,-2.19%,-7.79%,0.66%
Montana,Treasure,"Treasure, MT ",310,154,66.81%,33.19%,33.62%,30.00%,39.79%,348,121,74.20%,25.80%,48.40%,30.00%,45.91%,-14.78%,-6.13%,-9.96%,-1.52%
Montana,Valley,"Valley, MT ",2099,1616,56.50%,43.50%,13.00%,13.00%,19.17%,2476,1431,63.37%,36.63%,26.75%,26.75%,24.26%,-13.75%,-5.09%,-10.84%,-2.40%
Montana,Wheatland,"Wheatland, MT ",632,286,68.85%,31.15%,37.69%,30.00%,43.86%,706,250,73.85%,26.15%,47.70%,30.00%,45.21%,-10.01%,-1.35%,-6.78%,1.67%
Montana,Wibaux,"Wibaux, MT ",379,146,72.19%,27.81%,44.38%,30.00%,50.55%,407,144,73.87%,26.13%,47.73%,30.00%,45.24%,-3.35%,5.30%,-2.27%,6.18%
Montana,Yellowstone,"Yellowstone, MT ",36225,31740,53.30%,46.70%,6.60%,6.60%,12.76%,40903,24120,62.91%,37.09%,25.81%,25.81%,23.32%,-19.21%,-10.56%,-15.27%,-6.83%
Nebraska,Adams,"Adams, NE ",8163,4624,63.84%,36.16%,27.68%,27.68%,33.84%,9233,3791,70.89%,29.11%,41.78%,30.00%,39.30%,-14.11%,-5.45%,-9.95%,-1.51%
Nebraska,Antelope,"Antelope, NE ",2367,754,75.84%,24.16%,51.68%,30.00%,57.85%,2761,613,81.83%,18.17%,63.66%,30.00%,61.18%,-11.98%,-3.33%,-7.32%,1.12%
Nebraska,Arthur,"Arthur, NE ",217,39,84.77%,15.23%,69.53%,30.00%,75.70%,240,24,90.91%,9.09%,81.82%,30.00%,79.33%,-12.29%,-3.63%,-6.76%,1.69%
Nebraska,Banner,"Banner, NE ",341,61,84.83%,15.17%,69.65%,30.00%,75.82%,379,56,87.13%,12.87%,74.25%,30.00%,71.76%,-4.60%,4.05%,-2.64%,5.80%
Nebraska,Blaine,"Blaine, NE ",266,43,86.08%,13.92%,72.17%,30.00%,78.33%,301,38,88.79%,11.21%,77.58%,30.00%,75.09%,-5.41%,3.24%,-3.05%,5.40%
Nebraska,Boone,"Boone, NE ",2042,742,73.35%,26.65%,46.70%,30.00%,52.86%,2309,546,80.88%,19.12%,61.75%,30.00%,59.26%,-15.06%,-6.40%,-9.31%,-0.86%
Nebraska,Box Butte,"Box Butte, NE ",2888,1844,61.03%,38.97%,22.06%,22.06%,28.23%,3396,1657,67.21%,32.79%,34.42%,30.00%,31.93%,-12.35%,-3.70%,-9.19%,-0.75%
Nebraska,Boyd,"Boyd, NE ",839,250,77.04%,22.96%,54.09%,30.00%,60.25%,911,228,79.98%,20.02%,59.96%,30.00%,57.48%,-5.88%,2.77%,-3.67%,4.77%
Nebraska,Brown,"Brown, NE ",1195,306,79.61%,20.39%,59.23%,30.00%,65.39%,1426,268,84.18%,15.82%,68.36%,30.00%,65.87%,-9.13%,-0.48%,-5.42%,3.02%
Nebraska,Buffalo,"Buffalo, NE ",12920,5768,69.14%,30.86%,38.27%,30.00%,44.44%,14222,4100,77.62%,22.38%,55.25%,30.00%,52.76%,-16.97%,-8.32%,-10.93%,-2.49%
Nebraska,Burt,"Burt, NE ",1895,1406,57.41%,42.59%,14.81%,14.81%,20.98%,2349,1272,64.87%,35.13%,29.74%,29.74%,27.26%,-14.93%,-6.28%,-11.51%,-3.06%
Nebraska,Butler,"Butler, NE ",2534,1175,68.32%,31.68%,36.64%,30.00%,42.81%,3016,1068,73.85%,26.15%,47.70%,30.00%,45.21%,-11.06%,-2.40%,-7.49%,0.96%
Nebraska,Cass,"Cass, NE ",7076,4709,60.04%,39.96%,20.08%,20.08%,26.25%,7763,3619,68.20%,31.80%,36.41%,30.00%,33.92%,-16.32%,-7.67%,-11.97%,-3.52%
Nebraska,Cedar,"Cedar, NE ",2912,1187,71.04%,28.96%,42.08%,30.00%,48.25%,3387,1083,75.77%,24.23%,51.54%,30.00%,49.06%,-9.46%,-0.81%,-6.24%,2.20%
Nebraska,Chase,"Chase, NE ",1466,341,81.13%,18.87%,62.26%,30.00%,68.42%,1652,302,84.54%,15.46%,69.09%,30.00%,66.60%,-6.83%,1.82%,-4.04%,4.40%
Nebraska,Cherry,"Cherry, NE ",2360,599,79.76%,20.24%,59.51%,30.00%,65.68%,2509,483,83.86%,16.14%,67.71%,30.00%,65.23%,-8.20%,0.45%,-4.89%,3.55%
Nebraska,Cheyenne,"Cheyenne, NE ",3284,1064,75.53%,24.47%,51.06%,30.00%,57.22%,3791,893,80.94%,19.06%,61.87%,30.00%,59.38%,-10.81%,-2.16%,-6.68%,1.76%
Nebraska,Clay,"Clay, NE ",2134,761,73.71%,26.29%,47.43%,30.00%,53.59%,2543,743,77.39%,22.61%,54.78%,30.00%,52.29%,-7.35%,1.30%,-4.75%,3.69%
Nebraska,Colfax,"Colfax, NE ",2014,1125,64.16%,35.84%,28.32%,28.32%,34.49%,2589,990,72.34%,27.66%,44.68%,30.00%,42.19%,-16.36%,-7.70%,-11.31%,-2.86%
Nebraska,Cuming,"Cuming, NE ",2701,1255,68.28%,31.72%,36.55%,30.00%,42.72%,3330,966,77.51%,22.49%,55.03%,30.00%,52.54%,-18.48%,-9.82%,-11.92%,-3.47%
Nebraska,Custer,"Custer, NE ",4220,1178,78.18%,21.82%,56.35%,30.00%,62.52%,4518,1040,81.29%,18.71%,62.58%,30.00%,60.09%,-6.22%,2.43%,-3.83%,4.62%
Nebraska,Dakota,"Dakota, NE ",3255,2966,52.32%,47.68%,4.65%,4.65%,10.81%,3526,3027,53.81%,46.19%,7.61%,7.61%,5.13%,-2.97%,5.68%,-2.76%,5.68%
Nebraska,Dawes,"Dawes, NE ",2330,1245,65.17%,34.83%,30.35%,30.00%,36.52%,2809,1119,71.51%,28.49%,43.02%,30.00%,40.54%,-12.67%,-4.02%,-8.86%,-0.42%
Nebraska,Dawson,"Dawson, NE ",5368,2352,69.53%,30.47%,39.07%,30.00%,45.23%,6149,1728,78.06%,21.94%,56.13%,30.00%,53.64%,-17.06%,-8.40%,-10.93%,-2.48%
Nebraska,Deuel,"Deuel, NE ",732,243,75.08%,24.92%,50.15%,30.00%,56.32%,820,222,78.69%,21.31%,57.39%,30.00%,54.90%,-7.24%,1.42%,-4.60%,3.85%
Nebraska,Dixon,"Dixon, NE ",1785,946,65.36%,34.64%,30.72%,30.00%,36.89%,2028,938,68.37%,31.63%,36.75%,30.00%,34.26%,-6.03%,2.62%,-4.41%,4.03%
Nebraska,Dodge,"Dodge, NE ",8482,6587,56.29%,43.71%,12.58%,12.58%,18.74%,10716,5250,67.12%,32.88%,34.24%,30.00%,31.75%,-21.66%,-13.01%,-16.14%,-7.69%
Nebraska,Douglas,"Douglas, NE ",97425,104026,48.36%,51.64%,-3.28%,-3.28%,2.89%,120813,83330,59.18%,40.82%,18.36%,18.36%,15.87%,-21.64%,-12.98%,-18.28%,-9.84%
Nebraska,Dundy,"Dundy, NE ",783,218,78.22%,21.78%,56.44%,30.00%,62.61%,858,186,82.18%,17.82%,64.37%,30.00%,61.88%,-7.92%,0.73%,-4.82%,3.62%
Nebraska,Fillmore,"Fillmore, NE ",1907,953,66.68%,33.32%,33.36%,30.00%,39.52%,2314,828,73.65%,26.35%,47.29%,30.00%,44.81%,-13.94%,-5.28%,-9.46%,-1.02%
Nebraska,Franklin,"Franklin, NE ",1078,442,70.92%,29.08%,41.84%,30.00%,48.01%,1277,412,75.61%,24.39%,51.21%,30.00%,48.73%,-9.37%,-0.72%,-6.20%,2.25%
Nebraska,Frontier,"Frontier, NE ",1030,348,74.75%,25.25%,49.49%,30.00%,55.66%,1160,275,80.84%,19.16%,61.67%,30.00%,59.18%,-12.18%,-3.53%,-7.53%,0.91%
Nebraska,Furnas,"Furnas, NE ",1725,556,75.62%,24.38%,51.25%,30.00%,57.41%,1950,492,79.85%,20.15%,59.71%,30.00%,57.22%,-8.46%,0.20%,-5.29%,3.15%
Nebraska,Gage,"Gage, NE ",5389,4405,55.02%,44.98%,10.05%,10.05%,16.21%,6575,3655,64.27%,35.73%,28.54%,28.54%,26.06%,-18.50%,-9.84%,-14.39%,-5.95%
Nebraska,Garden,"Garden, NE ",844,283,74.89%,25.11%,49.78%,30.00%,55.94%,970,201,82.84%,17.16%,65.67%,30.00%,63.18%,-15.89%,-7.24%,-9.59%,-1.15%
Nebraska,Garfield,"Garfield, NE ",800,212,79.05%,20.95%,58.10%,30.00%,64.27%,806,196,80.44%,19.56%,60.88%,30.00%,58.39%,-2.78%,5.88%,-1.73%,6.72%
Nebraska,Gosper,"Gosper, NE ",771,260,74.78%,25.22%,49.56%,30.00%,55.73%,890,222,80.04%,19.96%,60.07%,30.00%,57.58%,-10.51%,-1.85%,-6.56%,1.88%
Nebraska,Grant,"Grant, NE ",321,41,88.67%,11.33%,77.35%,30.00%,83.51%,352,41,89.57%,10.43%,79.13%,30.00%,76.65%,-1.79%,6.87%,-1.00%,7.45%
Nebraska,Greeley,"Greeley, NE ",714,457,60.97%,39.03%,21.95%,21.95%,28.11%,865,361,70.55%,29.45%,41.11%,30.00%,38.62%,-19.16%,-10.51%,-13.58%,-5.14%
Nebraska,Hall,"Hall, NE ",12788,7687,62.46%,37.54%,24.91%,24.91%,31.08%,14592,6228,70.09%,29.91%,40.17%,30.00%,37.68%,-15.26%,-6.61%,-10.89%,-2.44%
Nebraska,Hamilton,"Hamilton, NE ",3362,1322,71.78%,28.22%,43.55%,30.00%,49.72%,3785,1012,78.90%,21.10%,57.81%,30.00%,55.32%,-14.25%,-5.60%,-9.03%,-0.59%
Nebraska,Harlan,"Harlan, NE ",1328,399,76.90%,23.10%,53.79%,30.00%,59.96%,1467,398,78.66%,21.34%,57.32%,30.00%,54.83%,-3.53%,5.13%,-2.24%,6.20%
Nebraska,Hayes,"Hayes, NE ",460,85,84.40%,15.60%,68.81%,30.00%,74.97%,524,66,88.81%,11.19%,77.63%,30.00%,75.14%,-8.82%,-0.17%,-4.97%,3.48%
Nebraska,Hitchcock,"Hitchcock, NE ",997,346,74.24%,25.76%,48.47%,30.00%,54.64%,1171,296,79.82%,20.18%,59.65%,30.00%,57.16%,-11.17%,-2.52%,-7.00%,1.45%
Nebraska,Holt,"Holt, NE ",3663,1065,77.47%,22.53%,54.95%,30.00%,61.11%,4217,894,82.51%,17.49%,65.02%,30.00%,62.53%,-10.07%,-1.41%,-6.10%,2.34%
Nebraska,Hooker,"Hooker, NE ",355,75,82.56%,17.44%,65.12%,30.00%,71.28%,392,64,85.96%,14.04%,71.93%,30.00%,69.44%,-6.81%,1.84%,-3.96%,4.48%
Nebraska,Howard,"Howard, NE ",1847,1083,63.04%,36.96%,26.08%,26.08%,32.24%,2020,900,69.18%,30.82%,38.36%,30.00%,35.87%,-12.28%,-3.63%,-8.88%,-0.43%
Nebraska,Jefferson,"Jefferson, NE ",2091,1504,58.16%,41.84%,16.33%,16.33%,22.49%,2600,1352,65.79%,34.21%,31.58%,30.00%,29.09%,-15.25%,-6.60%,-11.59%,-3.15%
Nebraska,Johnson,"Johnson, NE ",1139,914,55.48%,44.52%,10.96%,10.96%,17.13%,1470,885,62.42%,37.58%,24.84%,24.84%,22.35%,-13.88%,-5.23%,-11.12%,-2.68%
Nebraska,Kearney,"Kearney, NE ",2217,870,71.82%,28.18%,43.63%,30.00%,49.80%,2621,707,78.76%,21.24%,57.51%,30.00%,55.02%,-13.88%,-5.22%,-8.81%,-0.37%
Nebraska,Keith,"Keith, NE ",2917,965,75.14%,24.86%,50.28%,30.00%,56.45%,3356,743,81.87%,18.13%,63.75%,30.00%,61.26%,-13.46%,-4.81%,-8.22%,0.22%
Nebraska,Keya Paha,"Keya Paha, NE ",409,115,78.05%,21.95%,56.11%,30.00%,62.27%,442,98,81.85%,18.15%,63.70%,30.00%,61.22%,-7.60%,1.06%,-4.64%,3.80%
Nebraska,Kimball,"Kimball, NE ",1328,427,75.67%,24.33%,51.34%,30.00%,57.50%,1491,366,80.29%,19.71%,60.58%,30.00%,58.09%,-9.24%,-0.59%,-5.76%,2.69%
Nebraska,Knox,"Knox, NE ",2724,1248,68.58%,31.42%,37.16%,30.00%,43.33%,3062,1086,73.82%,26.18%,47.64%,30.00%,45.15%,-10.48%,-1.82%,-7.10%,1.35%
Nebraska,Lancaster,"Lancaster, NE ",57925,63464,47.72%,52.28%,-4.56%,-4.56%,1.60%,69764,52747,56.95%,43.05%,13.89%,13.89%,11.40%,-18.45%,-9.80%,-16.20%,-7.76%
Nebraska,Lincoln,"Lincoln, NE ",10609,4937,68.24%,31.76%,36.49%,30.00%,42.65%,11056,4905,69.27%,30.73%,38.54%,30.00%,36.05%,-2.05%,6.60%,-1.48%,6.96%
Nebraska,Logan,"Logan, NE ",327,81,80.15%,19.85%,60.29%,30.00%,66.46%,357,67,84.20%,15.80%,68.40%,30.00%,65.91%,-8.10%,0.55%,-4.81%,3.63%
Nebraska,Loup,"Loup, NE ",302,86,77.84%,22.16%,55.67%,30.00%,61.84%,314,68,82.20%,17.80%,64.40%,30.00%,61.91%,-8.73%,-0.07%,-5.31%,3.13%
Nebraska,Madison,"Madison, NE ",9542,4076,70.07%,29.93%,40.14%,30.00%,46.30%,10981,2934,78.91%,21.09%,57.83%,30.00%,55.34%,-17.69%,-9.04%,-11.21%,-2.77%
Nebraska,McPherson,"McPherson, NE ",240,45,84.21%,15.79%,68.42%,30.00%,74.59%,259,49,84.09%,15.91%,68.18%,30.00%,65.69%,0.24%,8.89%,0.14%,8.59%
Nebraska,Merrick,"Merrick, NE ",2356,978,70.67%,29.33%,41.33%,30.00%,47.50%,2771,833,76.89%,23.11%,53.77%,30.00%,51.29%,-12.44%,-3.79%,-8.09%,0.35%
Nebraska,Morrill,"Morrill, NE ",1700,546,75.69%,24.31%,51.38%,30.00%,57.55%,1755,495,78.00%,22.00%,56.00%,30.00%,53.51%,-4.62%,4.03%,-2.96%,5.48%
Nebraska,Nance,"Nance, NE ",1110,540,67.27%,32.73%,34.55%,30.00%,40.71%,1237,459,72.94%,27.06%,45.87%,30.00%,43.38%,-11.33%,-2.67%,-7.77%,0.68%
Nebraska,Nemaha,"Nemaha, NE ",2090,1207,63.39%,36.61%,26.78%,26.78%,32.95%,2595,1066,70.88%,29.12%,41.76%,30.00%,39.28%,-14.98%,-6.33%,-10.57%,-2.13%
Nebraska,Nuckolls,"Nuckolls, NE ",1607,692,69.90%,30.10%,39.80%,30.00%,45.97%,1884,541,77.69%,22.31%,55.38%,30.00%,52.89%,-15.58%,-6.93%,-10.03%,-1.58%
Nebraska,Otoe,"Otoe, NE ",3991,2893,57.98%,42.02%,15.95%,15.95%,22.12%,5018,2275,68.81%,31.19%,37.61%,30.00%,35.12%,-21.66%,-13.01%,-15.74%,-7.30%
Nebraska,Pawnee,"Pawnee, NE ",857,481,64.05%,35.95%,28.10%,28.10%,34.27%,986,481,67.21%,32.79%,34.42%,30.00%,31.94%,-6.32%,2.33%,-4.70%,3.74%
Nebraska,Perkins,"Perkins, NE ",1086,310,77.79%,22.21%,55.59%,30.00%,61.75%,1285,262,83.06%,16.94%,66.13%,30.00%,63.64%,-10.54%,-1.89%,-6.34%,2.10%
Nebraska,Phelps,"Phelps, NE ",3340,1043,76.20%,23.80%,52.41%,30.00%,58.57%,3872,830,82.35%,17.65%,64.70%,30.00%,62.21%,-12.29%,-3.64%,-7.46%,0.98%
Nebraska,Pierce,"Pierce, NE ",2372,781,75.23%,24.77%,50.46%,30.00%,56.63%,2824,546,83.80%,16.20%,67.60%,30.00%,65.11%,-17.14%,-8.48%,-10.22%,-1.78%
Nebraska,Platte,"Platte, NE ",9279,3734,71.31%,28.69%,42.61%,30.00%,48.78%,11130,2657,80.73%,19.27%,61.46%,30.00%,58.97%,-18.85%,-10.19%,-11.67%,-3.23%
Nebraska,Polk,"Polk, NE ",1810,665,73.13%,26.87%,46.26%,30.00%,52.43%,2146,549,79.63%,20.37%,59.26%,30.00%,56.77%,-13.00%,-4.34%,-8.16%,0.28%
Nebraska,Red Willow,"Red Willow, NE ",3748,1216,75.50%,24.50%,51.01%,30.00%,57.17%,4129,1055,79.65%,20.35%,59.30%,30.00%,56.81%,-8.29%,0.36%,-5.20%,3.24%
Nebraska,Richardson,"Richardson, NE ",1880,1121,62.65%,37.35%,25.29%,25.29%,31.46%,2924,1297,69.27%,30.73%,38.55%,30.00%,36.06%,-13.25%,-4.60%,-9.57%,-1.12%
Nebraska,Rock,"Rock, NE ",635,136,82.36%,17.64%,64.72%,30.00%,70.89%,740,130,85.06%,14.94%,70.11%,30.00%,67.63%,-5.39%,3.26%,-3.17%,5.27%
Nebraska,Saline,"Saline, NE ",2373,2597,47.75%,52.25%,-4.51%,-4.51%,1.66%,3071,2420,55.93%,44.07%,11.86%,11.86%,9.37%,-16.36%,-7.71%,-14.63%,-6.19%
Nebraska,Sarpy,"Sarpy, NE ",38443,27663,58.15%,41.85%,16.31%,16.31%,22.47%,40163,17455,69.71%,30.29%,39.41%,30.00%,36.92%,-23.10%,-14.45%,-16.57%,-8.13%
Nebraska,Saunders,"Saunders, NE ",6132,3739,62.12%,37.88%,24.24%,24.24%,30.41%,6441,2884,69.07%,30.93%,38.14%,30.00%,35.66%,-13.90%,-5.25%,-10.06%,-1.62%
Nebraska,Scotts Bluff,"Scotts Bluff, NE ",9575,4645,67.33%,32.67%,34.67%,30.00%,40.83%,10378,3843,72.98%,27.02%,45.95%,30.00%,43.47%,-11.28%,-2.63%,-7.73%,0.71%
Nebraska,Seward,"Seward, NE ",4596,2671,63.24%,36.76%,26.49%,26.49%,32.66%,5353,2114,71.69%,28.31%,43.38%,30.00%,40.89%,-16.89%,-8.23%,-11.78%,-3.34%
Nebraska,Sheridan,"Sheridan, NE ",1934,451,81.09%,18.91%,62.18%,30.00%,68.35%,2136,430,83.24%,16.76%,66.48%,30.00%,64.00%,-4.30%,4.35%,-2.59%,5.86%
